is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	stopwords_removed_retweet_text
1	IBDeditorials	RT @IBDeditorials: Was Barack Obama A Foreign Exchange Student? http://t.co/PnlEqnYc		 Was Barack Obama A Foreign Exchange Student? http://t.co/PnlEqnYc	Foreign Student
1	foxandfriends	RT @foxandfriends: STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE https://t.co/TzGbDs88b3		 STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE https://t.co/TzGbDs88b3	STILL AHEAD realDonaldTrump joins us 7amet RNCinCLE
1	thehill	"""@CRinQC: RT @thehill: New Iowa poll finds .@realDonaldTrump in the lead by double digits. https://t.co/00phDHSb37 https://t.co/t6DSOopCXd"	" ""@CRinQC:"	 New Iowa poll finds .@realDonaldTrump in the lead by double digits. https://t.co/00phDHSb37 https://t.co/t6DSOopCXd	New Iowa poll finds realDonaldTrump double
1	realDonaldTrump	"""@arcuate: dude that's freaking cool as heck RT @realDonaldTrump wind turbine blades will slice 14 million birds and bats to death in 10 yrs"	" ""@arcuate: dude that's freaking cool as heck"	 wind turbine blades will slice 14 million birds and bats to death in 10 yrs	wind blades slice million birds death 10 yrs
1	realDonaldTrump	"""@vidopisugam: RT @realDonaldTrump The weak jokers who so badly hurt great Penn State University should have fought the NCAA"""	" ""@vidopisugam:"	" The weak jokers who so badly hurt great Penn State University should have fought the NCAA"""	weak jokers badly great Penn State fought NCAA
1	realDonaldTrump	"""@toypilaVzla: RT ""@MrNicolasBell: @realDonaldTrump @TMobile @JohnLegere @Verizon is the best service provider http://t.co/JKJIjBFwmz"	" ""@toypilaVzla:"	" ""@MrNicolasBell: @TMobile @JohnLegere @Verizon is the best service provider http://t.co/JKJIjBFwmz"	TMobile JohnLegere Verizon best provider
1	Toure	"""@scubapoet: Hell, reality gets under his skin. :D RT @Toure: I think @realDonaldTrump blocked me."" True, because you're a boring racist!"	" ""@scubapoet: Hell, reality gets under his skin. :D"	" I think @realDonaldTrump blocked me."" True, because you're a boring racist!"	think blocked True boring racist
1	realDonaldTrump	"""@MichaelSteele: Can't wait 4 TrumpDC RT @realDonaldTrump: ""@ichicagoscott: Thanks Michael, it will be the best - keep up the great work!"	" ""@MichaelSteele: Can't wait 4 TrumpDC"	" ""@ichicagoscott: Thanks Michael, it will be the best - keep up the great work!"	Thanks
1	Carl_C_Icahn	RT @Carl_C_Icahn: 1/2 Believe Trump gave a great speech.		 1/2 Believe Trump gave a great speech.	12 Believe Trump gave great speech
1	Carl_C_Icahn	RT @Carl_C_Icahn: 2/2 How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium…		 2/2 How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium…	22 many even would handled antics auditorium
1	NRA	RT @NRA: .@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges, there’s nothing we can do. #NeverHillary		 .@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges, there’s nothing we can do. #NeverHillary	right gets SCOTUS theres nothing do NeverHillary
1	NRA	RT @NRA: But there IS something we will do on #ElectionDay: Show up and vote for the #2A! #DefendtheSecond #NeverHillary		 But there IS something we will do on #ElectionDay: Show up and vote for the #2A! #DefendtheSecond #NeverHillary	something ElectionDay Show vote DefendtheSecond
1	dcexaminer	RT @dcexaminer: EXCLUSIVE: How Donald Trump's 30 million followers are crashing the Internet https://t.co/hV2z4yrTU7 https://t.co/lWkjmdyQ7Q		 EXCLUSIVE: How Donald Trump's 30 million followers are crashing the Internet https://t.co/hV2z4yrTU7 https://t.co/lWkjmdyQ7Q	EXCLUSIVE Donald Trumps 30 million followers crashing Internet
1	StrengthenTheUS	"""@TheNewsClub_US: RT ""@robmo: @StrengthenTheUS @GOP @realDonaldTrump. We The People want Mr Trump… #RT #CNN #HBO https://t.co/afbwQCvUDs"""	" ""@TheNewsClub_US:"	" ""@robmo: @GOP @realDonaldTrump. We The People want Mr Trump… #RT #CNN #HBO https://t.co/afbwQCvUDs"""	GOP realDonaldTrump Mr Trump RT CNN HBO
1	GMA	"RT @GMA: WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women. https://t.co/rMFe9o6WcL"		" WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women. https://t.co/rMFe9o6WcL"	WATCH IvankaTrump women work empowering campaign celebrates modern
1	realDonaldTrump	"""@DrewMadeOFF RT @realDonaldTrump RT @tx_shaun its #true, he didn't get his show until after he won the @ApprenticeNBC"" True!"	" ""@DrewMadeOFF"	" @tx_shaun its #true, he didn't get his show until after he won the @ApprenticeNBC"" True!"	true get show ApprenticeNBC True
1	KellyannePolls	RT @KellyannePolls: more media #polls showing @realDonaldTrump ahead in states Pres Obama won twice. https://t.co/EGySAz6Am1		 more media #polls showing @realDonaldTrump ahead in states Pres Obama won twice. https://t.co/EGySAz6Am1	polls showing realDonaldTrump twice
1	"realDonaldTrump"""	"""@EEpplin: @carterj1982 is getting married today and he's a huge fan! Can you give him a RT to celebrate? @realDonaldTrump"" Good luck!"	" ""@EEpplin: @carterj1982 is getting married today and he's a huge fan! Can you give him a"	 to celebrate? Good luck!	Good luck
1	EricTrump	RT @EricTrump: What a scary statistic! Americans are working harder and making less! We need competent leadership! https://t.co/jcGCbVOf6v		 What a scary statistic! Americans are working harder and making less! We need competent leadership! https://t.co/jcGCbVOf6v	Americans working less need
1	LouDobbs	RT @LouDobbs: Trump outlines new child-care policy proposals via the @FoxNews App @realDonaldTrump seems a candidate of destiny https://t.c…		 Trump outlines new child-care policy proposals via the @FoxNews App @realDonaldTrump seems a candidate of destiny https://t.c…	Trump outlines new policy proposals App seems destiny
1	austinroneil	RT @austinroneil: @realDonaldTrump Thanks for all the inspirational quotes. Helping encourage this young entrepreneur. :)		 @realDonaldTrump Thanks for all the inspirational quotes. Helping encourage this young entrepreneur. :)	Thanks inspirational Helping entrepreneur
1	IvankaTrump	RT @IvankaTrump: Ivanka penned an Op-Ed that ran in the @WSJ this afternoon, read it here. https://t.co/3QE4nRXzLZ @realDonaldTrump https:/…		 Ivanka penned an Op-Ed that ran in the @WSJ this afternoon, read it here. https://t.co/3QE4nRXzLZ @realDonaldTrump https:/…	Ivanka penned OpEd WSJ afternoon read here realDonaldTrump
1	IvankaTrump	RT @IvankaTrump: Ivanka is joining @realDonaldTrump to outline an innovative new child care policy to support American families. Tune in to…		 Ivanka is joining @realDonaldTrump to outline an innovative new child care policy to support American families. Tune in to…	Ivanka realDonaldTrump child care support families Tune to
1	kawaiibitchx	"""@kawaiibitchx: ""@PolitiGal2012: American RT @kawaiibitchx: I want America to be the nation it once was #TrumpForPresident"" AMERICA"""	" ""@kawaiibitchx: ""@PolitiGal2012: American"	" I want America to be the nation it once was #TrumpForPresident"" AMERICA"""	want America nation TrumpForPresident
1	realDonaldTrump	"""@RUSHLvR1: RT ""@AAcrowellt: @realDonaldTrump if you run for president im voting for you"" Great. I am dying for Donald to run and win#"""	" ""@RUSHLvR1:"	" ""@AAcrowellt: if you run for president im voting for you"" Great. I am dying for Donald to run and win#"""	run president voting you Great dying Donald win
1	BarackObama	RT @BarackObama: RT if you agree: We need a President who is fighting for all Americans, not one who writes off nearly half the country.		 if you agree: We need a President who is fighting for all Americans, not one who writes off nearly half the country.	agree President fighting Americans one writes nearly half country
1	NRCC	RT @NRCC: Good to hear @realDonaldTrump is on board.GOP is the party of free enterprise.Join us as we innovate: http://t.co/RhGNVk4O9r		 Good to hear @realDonaldTrump is on board.GOP is the party of free enterprise.Join us as we innovate: http://t.co/RhGNVk4O9r	Good party free enterpriseJoin us
1	eurgolf	"""@kaiame: RT @eurgolf Beautiful vista over 18th hole at @TrumpScotland at Menie Estate. DonaldTrump #golf #Scotland http://t.co/Q6oQdAdiis"	" ""@kaiame:"	 Beautiful vista over 18th hole at @TrumpScotland at Menie Estate. DonaldTrump #golf #Scotland http://t.co/Q6oQdAdiis	Beautiful vista 18th TrumpScotland Menie Estate DonaldTrump
1	EricTrump	RT @EricTrump: Join @TeamTrump on Saturday for National Day of Action as we work to #MakeAmericaGreatAgain! https://t.co/hyclkzPoBR https:/…		 Join @TeamTrump on Saturday for National Day of Action as we work to #MakeAmericaGreatAgain! https://t.co/hyclkzPoBR https:/…	Join Saturday National Day work
1	DanScavino	RT @DanScavino: Last nights winner was clear & it will be proven time & time again - lets #MAGA!! Lets WIN!! #TrumpTrain https://t.co/sGqp9…		 Last nights winner was clear & it will be proven time & time again - lets #MAGA!! Lets WIN!! #TrumpTrain https://t.co/sGqp9…	Last clear time lets MAGA Lets WIN TrumpTrain
1	DanScavino	RT @DanScavino: Doesn't fit the MSM narrative - so they wont share what @realDonaldTrump did for Jesse Jackson in 1999 - so I will! https:/…		 Doesn't fit the MSM narrative - so they wont share what @realDonaldTrump did for Jesse Jackson in 1999 - so I will! https:/…	narrative wont realDonaldTrump Jesse Jackson 1999
1	LouDobbs	RT @LouDobbs: We are Watching A Leader Who for the First Time in Three Presidencies Will Put America and Americans First! @realDonaldTrump…		 We are Watching A Leader Who for the First Time in Three Presidencies Will Put America and Americans First! @realDonaldTrump…	Watching Leader Three Put America Americans First realDonaldTrump
1	AnnCoulter	RT @AnnCoulter: I hear Churchill had a nice turn of phrase, but Trump's immigration speech is the most magnificent speech ever given.		 I hear Churchill had a nice turn of phrase, but Trump's immigration speech is the most magnificent speech ever given.	hear Churchill nice turn phrase Trumps immigration speech magnificent speech
1	RSBNetwork	RT @RSBNetwork: We are ALREADY LIVE in Everett, WA for the Trump Rally. Come join us- our cameras tonight! #TrumpinEverett https://t.co/R…		 We are ALREADY LIVE in Everett, WA for the Trump Rally. Come join us- our cameras tonight! #TrumpinEverett https://t.co/R…	ALREADY Everett WA Trump Rally Come join us cameras tonight TrumpinEverett
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: REUTERS POLL: CLINTON, TRUMP ALL TIED UP... https://t.co/htCXcTA5T7		 REUTERS POLL: CLINTON, TRUMP ALL TIED UP... https://t.co/htCXcTA5T7	REUTERS POLL CLINTON TRUMP TIED UP
1	FoxNews	RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24		 Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24	Poll vs HillaryClinton among white Evangelicals
1		"""@jshamie: @realDonaldTrump Can I get a RT for the Hatzahlah Charity Golf Outing tomorrow at Trump National Colts Neck?"""	" ""@jshamie: @realDonaldTrump Can I get a"	" for the Hatzahlah Charity Golf Outing tomorrow at Trump National Colts Neck?"""	Hatzahlah Charity Outing tomorrow Trump Neck
1	JackPosobiec	RT @JackPosobiec: Trump talked on the phone to Taiwan		 Trump talked on the phone to Taiwan	Trump talked phone
1	realDonaldTrump	"""@DrewMadeOFF RT @realDonaldTrump RT @AlexArancio @ArsenioHall It's why he failed originally and will fail again"" It's called disloyal!"	" ""@DrewMadeOFF"	" @AlexArancio @ArsenioHall It's why he failed originally and will fail again"" It's called disloyal!"	ArsenioHall failed originally fail called disloyal
1	TrinidadDjango	RT @TrinidadDjango: I feel pretty chill about the trump Taiwan call, nuclear war will affect everyone equally ?踫?tio		 I feel pretty chill about the trump Taiwan call, nuclear war will affect everyone equally ?踫?tio	feel pretty chill trump Taiwan call nuclear everyone equally tio
1	NotJoshEarnest	RT @NotJoshEarnest: President-elect Trump should've invited Taiwan's leader to do The Tango. The media loves Presidential Tangos.		 President-elect Trump should've invited Taiwan's leader to do The Tango. The media loves Presidential Tangos.	Presidentelect Trump Tango media loves Presidential
1	VA4Hillary1	RT @VA4Hillary1: Trump lies abt arranging call w/ Taiwan,puts national security at risk by not using official communication channels, and b??i		 Trump lies abt arranging call w/ Taiwan,puts national security at risk by not using official communication channels, and b??i	Trump lies abt call w Taiwanputs security risk official channels
1	rafalhill	RT @rafalhill: Trump's talk with Taiwan president upended 40 years of US foreign policy. But perhaps it helped his business there. https://??S		 Trump's talk with Taiwan president upended 40 years of US foreign policy. But perhaps it helped his business there. https://??S	Trumps talk president upended years foreign policy perhaps business there
1	qz	"RT @qz: ""There is only one China"": Beijing makes an official complaint about Trump? controversial call with Taiwan https://t.co/wfoenB6U6Y??"		" ""There is only one China"": Beijing makes an official complaint about Trump? controversial call with Taiwan https://t.co/wfoenB6U6Y??"	There one China Beijing makes complaint Trump controversial
1	SheWhoVotes	RT @SheWhoVotes: Dear @china: 		 Dear @china:	Dear china
1	AdamsFlaFan	RT @AdamsFlaFan: China protests Trump call to Taiwan leader https://t.co/YcYzY6PEXA		 China protests Trump call to Taiwan leader https://t.co/YcYzY6PEXA	China protests call Taiwan leader
1	inquirerdotnet	RT @inquirerdotnet: Trump irks China by speaking directly with Taiwan? leader | @AP https://t.co/3ujNDvcJTWn'		 Trump irks China by speaking directly with Taiwan? leader | @AP https://t.co/3ujNDvcJTWn'	Trump irks China speaking directly Taiwan leader AP
1	charliekirk11	RT @charliekirk11: Obama borrows $500 billion from China in 8 years. Media is silent		 Obama borrows $500 billion from China in 8 years. Media is silent	Obama borrows China years Media silent
1		"""@Sam_Kotowski: Once again @realDonaldTrump does a great job on Fox News w/ Greta. Run for president! RT I'm a huge fan!!!"" Thank you!"	" ""@Sam_Kotowski: Once again @realDonaldTrump does a great job on Fox News w/ Greta. Run for president!"	" I'm a huge fan!!!"" Thank you!"	Im fan you
1	LauraEngshuber	RT @LauraEngshuber: So .... maybe having a leader with knowledge of foreign policy and its intricacies might have been a good thing? #Trump??i		 So .... maybe having a leader with knowledge of foreign policy and its intricacies might have been a good thing? #Trump??i	maybe leader knowledge intricacies might good thing Trumpi
1	LibyaLiberty	RT @LibyaLiberty: Oh maaaan-Trump camp denies plans to expand into Taiwan but a Trump employee posted all about a work trip there on FB jus??t		 Oh maaaan-Trump camp denies plans to expand into Taiwan but a Trump employee posted all about a work trip there on FB jus??t	Oh maaaanTrump camp Taiwan Trump employee just
1	hikosaemon	RT @hikosaemon: I'm as glad as anyone to have a chance to mock Trump. But seriously, Taiwan should be a recognized independent country as i??c		 I'm as glad as anyone to have a chance to mock Trump. But seriously, Taiwan should be a recognized independent country as i??c	Im chance Trump Taiwan independent country
1	peterndoro	RT @peterndoro: How will China respond? Donald Trump breaks longstanding US policy not to speak to Taiwan directly. Trump is certainly shak??c		 How will China respond? Donald Trump breaks longstanding US policy not to speak to Taiwan directly. Trump is certainly shak??c	China respond Donald breaks longstanding US policy speak Taiwan directly Trump certainly
